LEVEL	CODE	version	NATIONAL_TITLE_BE_NL	NATIONAL_TITLE_BE_FR	NATIONAL_TITLE_BE_DE	NATIONAL_TITLE_BE_EN
5	25.402	2025	Bewerken van metaal en poedermetallurgie	Façonnage de métal; métallurgie des poudres	Herstellung von Press-, Zieh- und Stanzteilen und pulvermetallurgischen Erzeugnissen	Shaping metal and powder metallurgy
7	25.40201	2025	Vervaardiging van met een matrijs geperste werkstukken van non-ferrometaal voor rekening van derden	Production pour des tiers de pièces matricées en métaux non ferreux	Herstellung von matritzengepressten Werkstücken aus Nichteisenmetall für Dritte	Production for third parties of forged parts in non-ferrous metals
7	25.40202	2025	Productie door een hittebehandeling (sintering) of onder druk, van rechtstreeks uit metaalpoeder verkregen metalen voorwerpen	Production d'objets métalliques, directement à partir de poudres de métaux par traitement thermique (frittage) ou compression	Herstellung durch Hitzebehandlung (Sinterung) oder unter Druck von direct aus Metallpuder gefertigten Metallgegenständen	Production of metal objects directly from metal powders by heat treatment (sintering) or under pressure
3	25.5	2025	Oppervlaktebehandeling van metalen; verspanend bewerken van metalen	Traitement et revêtement des métaux; usinage	Oberflächenveredlung und Wärmebehandlung; Metallbearbeitung	Treatment and coating of metals; machining
4	25.51	2025	Coating van metalen	Revêtement des métaux	Beschichten von Metallen	Coating of metals
5	25.510	2025	Coating van metalen	Revêtement des métaux	Beschichten von Metallen	Coating of metals
7	25.51001	2025	Plateren, anodiseren, enz. van metaal	Placage, traitement anodique, etc., des métaux	Plattieren, Eloxieren usw von Metall	Plating, anodizing, and,  of metals
7	25.51002	2025	Bekleden van metaal door elektrolyse of indompeling	Revêtement des métaux par électrolyse ou immersion	Beschichten von Metallen durch Elektrolyse oder Eintauchung	Coating of metals by electrolysis or immersion
7	25.51003	2025	Verven van metaal	Coloration des métaux	Lackieren von Metall	Metal dyeing
7	25.51004	2025	Bekleden van metaal met andere beschermende of decoratieve materialen dan metaal : plastificeren, emailleren, lakken, enz.	Revêtement non métallique des métaux: plastifiage, émaillage, laquage, etc.	Überziehen von Metall mit nichtmetallischen Überzügen : plastifizieren, emaillieren, lackieren usw	Non-metallic coating of metals: plasticising, enamelling, lacquering etc.
4	25.52	2025	Warmtebehandeling van metaal	Traitement thermique des métaux	Wärmebehandlung von Metallen	Heat treatment of metals
5	25.520	2025	Warmtebehandeling van metaal	Traitement thermique des métaux	Wärmebehandlung von Metallen	Heat treatment of metals
7	25.52001	2025	Warmtebehandeling van metaal	Traitement thermique des métaux	Wärmebehandlung von Metall	heat treatment of metals
7	25.52002	2025	Harden van metaal	Durcissement des métaux	Härten von Metall	Hardening of metal
4	25.53	2025	Verspanend bewerken van metalen	Usinage des métaux	Metallbearbeitung	Machining of metals
5	25.530	2025	Verspanend bewerken van metalen	Usinage des métaux	Metallbearbeitung	Machining of metals
7	25.53001	2025	Afbramen, zandstralen, trommelpolijsten en reinigen van metaal	Ebarbage, décapage au jet de sable, dessablage au tonneau, nettoyage des métaux	Entgraten, sandstrahlen, trommelpolieren und reinigen von Metall	Deburring, sand blasting, sanding barrel, metal cleaning
7	25.53011	2025	Boren, draaien, frezen, vonkerosief bewerken, schaven, lappen, tekfrezen, vlakken, zagen, slijpen, lassen, enz. van metalen stukken	Perçage, tournage, fraisage, arasage, rabotage, rodage, brochage, dressage, sciage, meulage, affûtage, etc., de pièces métalliques	Bohren, Drehen, Fräsen, Hobeln, Läppen,  Funkenerodieren, Zugräumen, Plansenken, Sägen, Schleifen, Schweißen usw von Metallteilen	Drilling, turning, milling, shaving, planing, lapping, broaching, dressage, sawing, grinding, sharpening, etc. of metal parts
3	25.6	2025	Vervaardiging van scharen, messen, bestekken, gereedschap en ijzerwaren	Fabrication de coutellerie, d’outillage et de quincaillerie	Herstellung von Schneidwaren, Werkzeugen, Schlössern und Beschlägen aus unedlen Metallen	Manufacture of cutlery, tools and general hardware
4	25.61	2025	Vervaardiging van scharen, messen, bestekken enz.	Fabrication de coutellerie	Herstellung von Schneidwaren und Bestecken aus unedlen Metallen	Manufacture of cutlery
5	25.610	2025	Vervaardiging van scharen, messen, bestekken enz.	Fabrication de coutellerie	Herstellung von Schneidwaren und Bestecken aus unedlen Metallen	Manufacture of cutlery
4	25.62	2025	Vervaardiging van hang- en sluitwerk	Fabrication de serrures et de ferrures	Herstellung von Schlössern und Beschlägen aus unedlen Metallen	Manufacture of locks and hinges
5	25.620	2025	Vervaardiging van hang- en sluitwerk	Fabrication de serrures et de ferrures	Herstellung von Schlössern und Beschlägen aus unedlen Metallen	Manufacture of locks and hinges
7	25.62001	2025	Vervaardiging van hangsloten, grendelsloten en andere sloten, sleutels en ander hang- en sluitwerk voor gebouwen, meubels, voertuigen, enz.	Fabrication de serrures, de cadenas, de verrous, de clés et d'articles similaires de serrurerie pour le bâtiment, l'ameublement, les véhicules, etc.	Herstellung von Hängeschlössern, Riegelschlössern und anderen Schlössern, Schlüsseln und ähnlichen Schlossereiartikeln für Gebäude, Möbel, Fahrzeuge usw	Manufacture of locks, padlocks, locks, keys and locksmith similar articles for the building, furniture, vehicles, etc.
7	25.62002	2025	Vervaardiging van scharnieren, hengsels en hengselduimen	Fabrication de charnières, de gonds, de paumelles,etc	Herstellung von Scharnieren, Türbändern und Scharnierbändern	Manufacture of hinges, hinge pins, 
4	25.63	2025	Vervaardiging van gereedschap	Fabrication d’outillage	Herstellung von Werkzeugen	Manufacture of tools
5	25.631	2025	Vervaardiging van vormkasten en gietvormen	Fabrication de moules et modèles	Herstellung von Formenkästen und Gießformen	Manufacture of moulds and models
5	25.639	2025	Vervaardiging van gereedschap, muv vormkasten en gietvormen	Fabrication d'outillage, à l’exception des moules et des modèles	Herstellung von Werkzeugen mit Ausnahme von Formkästen und Gussformen	Manufacture of tools, except moulds and models
7	25.63901	2025	Vervaardiging van handgereedschap zoals tangen, schroevedraaiers, sleutels, tuinscharen, truwelen, soldeerlampen, enz.	Fabrication d'outils à main tels que pinces, tournevis, clés, sécateurs, truelles, lampes à souder, etc.	Herstellung von Handwerkzeugen wie Zangen, Schraubenziehern, Schlüssel, Gartenscheren, Maurerkellen, Schweißlampen usw	Manufacture of hand tools such as pliers, screwdrivers, wrenches, pruning shears, trowels, blowtorches, etc.
7	25.63902	2025	Vervaardiging van messen en snijbladen voor machines en voor mechanische toestellen	Fabrication de couteaux et de lames tranchantes pour machines ou pour appareils mécaniques	Herstellung von Messern und Klingen für Maschinen und für mechanische Geräte	Manufacture of knives and cutting blades for machines or for mechanical appliances
7	25.63903	2025	Vervaardiging van verwisselbare gereedschappen voor al dan niet mechanisch handgereedschap of voor gereedschapswerktuigen : boren, stempels, matrijzen, frezen, enz.	Fabrication d'outils interchangeables pour outillage à main, mécaniques ou non, ou pour machines-outils: forets, poinçons, matrices, fraises, etc.	Herstellung von Ersatzzubehör für mechanische oder sonstige Handwerkzeuge oder Werkzeugmaschinen: Bohrer, Stempel, Matritzen, Fräsen usw	Manufacture of interchangeable tools for hand tools, whether or not, or for machine tools: drills, punches, dies, cutters, etc.
7	25.63904	2025	Vervaardiging van smederijgereedschappen : smidsen, aambeelden, enz.	Fabrication d'outils de forgeron: forges, enclumes, etc.	Herstellung von Schmiedewerkzeugen: Schmieden, Ambosse usw	Manufacture of blacksmith tools: forges, anvils, etc.
3	25.9	2025	Vervaardiging van andere producten van metaal	Fabrication d’autres ouvrages en métaux	Herstellung von sonstigen Metallwaren	Manufacture of other fabricated metal products
4	25.91	2025	Vervaardiging van stalen vaten en dergelijke	Fabrication de fûts et emballages métalliques similaires	Herstellung von Fässern, Trommeln, Dosen, Eimern u Ä Behältern aus Metall	Manufacture of steel drums and similar containers
5	25.910	2025	Vervaardiging van stalen vaten en dergelijke	Fabrication de fûts et emballages métalliques similaires	Herstellung von Fässern, Trommeln, Dosen, Eimern u Ä Behältern aus Metall	Manufacture of steel drums and similar containers
7	25.91001	2025	Vervaardiging van ijzeren of stalen recipiënten met een inhoudscapaciteit van niet meer dan 300 liter	Fabrication de récipients métalliques d'une capacité inférieure à 300 litres	Herstellung von Eisen- oder Stahlbehältern mit einem Fassungsvermögen von waniger als 300 Litern	Manufacturing of metal containers with capacity less than 300 litres
7	25.91002	2025	Vervaardiging van metalen emmers, kruiken, bussen, trommels, enz.	Fabrication de seaux, de cruches, de bidons, de tonneaux, , en métaux	Herstellung von Eimern, Krügen, Kannen, Trommeln usw	Manufacturing buckets, jugs, cans, barrels, , of metal
4	25.92	2025	Vervaardiging van verpakkingsmiddelen van licht metaal	Fabrication d’emballages métalliques légers	Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall	Manufacture of light metal packaging
5	25.920	2025	Vervaardiging van verpakkingsmiddelen van licht metaal	Fabrication d’emballages métalliques légers	Herstellung von Verpackungen und Verschlüssen aus Eisen, Stahl und NE-Metall	Manufacture of light metal packaging
7	25.92001	2025	Vervaardiging van blikken en blikjes voor voedingsmiddelen en dranken	Fabrication de boîtes pour conserves alimentaires et pour boissons	Herstellung von Dosen für Lebensmittelkonserven und Getränke	Manufacture of boxes for canned food and beverage
7	25.92002	2025	Vervaardiging van metalen deksels	Fabrication d'articles métalliques de bouchage et de surbouchage	Herstellung von Metalldeckeln und -verschlüssen	Manufacture of metal articles for patching and over cap
4	25.93	2025	Vervaardiging van artikelen van draad en van kettingen en veren	Fabrication d’articles en fils métalliques, de chaînes et de ressorts	Herstellung von Drahtwaren, Ketten und Federn	Manufacture of wire products, chain and springs
5	25.930	2025	Vervaardiging van artikelen van draad en van kettingen en veren	Fabrication d’articles en fils métalliques, de chaînes et de ressorts	Herstellung von Drahtwaren, Ketten und Federn	Manufacture of wire products, chain and springs
7	25.93001	2025	Vervaardiging van artikelen van draad : prikkeldraad, traliewerk, vlechtwerk, metaalgaas, metaaldoek, enz.	Fabrication d'articles en fils métalliques : ronces artificielles, clôtures, grillages, treillis, toiles métalliques, etc.	Herstellung von Drahtwaren: Stacheldraht, Gitter, Drahtgeflechte, Drahtnetze, Metalltuch usw	Manufacture of metal threads: barbed wire, fences, gratings, mesh, wire mesh, etc.
7	25.93002	2025	Vervaardiging van nagels, pinnen, enz.	Fabrication de clous, pointes, etc.	Herstellung von Nägeln, Stiften usw	Manufacturing nails, spikes, etc.
7	25.93003	2025	de vervaardiging van veren : bladveren, schroefveren, veren voor torsiestaven	la fabrication de ressorts: ressorts à lames, ressorts hélicoïdaux, barres de torsion	Herstellung von Federn: Blattfedern, Schraubenfedern, Torsionsstangen	the manufacture of springs: leaf springs, coil springs, torsion bars
4	25.94	2025	Vervaardiging van bouten, schroeven en moeren	Fabrication de vis, de boulons et d'écrous	Herstellung von Schrauben und Nieten	Manufacture of fasteners and screw machine products
5	25.940	2025	Vervaardiging van bouten, schroeven en moeren	Fabrication de vis, de boulons et d'écrous	Herstellung von Schrauben und Nieten	Manufacture of fasteners and screw machine products
4	25.99	2025	Vervaardiging van andere producten van metaal n.e.g.	Fabrication d’autres produits métalliques n.c.a.	Herstellung von sonstigen Metallwaren a.n.g.	Manufacture of other fabricated metal products n.e.c.
5	25.991	2025	Vervaardiging van huishoudelijke en sanitaire producten van metaal	Fabrication d'articles métalliques à usage ménager et sanitaire	Herstellung von Haushalts- und Sanitärwaren aus Metall	Manufacture of metal household and sanitary articles
7	25.99101	2025	Vervaardiging van al dan niet geëmailleerde kookpotten, pannen en andere niet-elektrische voorwerpen voor gebruik aan tafel of in de keuken	Fabrication de casseroles émaillées ou non, poêles à frire et autres ustensiles non électriques pour la table et la cuisine	Herstellung von emaillierten und sonstigen Kochtöpfen, Pfannen und anderen nicht elektrischen Utensilien für den Tisch- oder Küchengebrauch	Manufacturing enamelled pots or not, frying pans and other non-electrical utensils for table and kitchen
7	25.99102	2025	Vervaardiging van al dan niet geëmailleerde baden, gootstenen, wastafels en dergelijke artikelen van onedele metalen	Fabrication de baignoires, d'éviers, de bassines et d'articles similaires en métaux communs, émaillés ou non	Herstellung von emaillierten und sonstigen Badewannen, Spülbecken, Waschbecken und ähnlichen Artikeln aus unedlen Metallen	Manufacture of baths, sinks, basins and similar articles of base metal, glazed or unglazed
5	25.999	2025	Vervaardiging van overige producten van metaal, n.e.g.	Fabrication d'autres articles métalliques n.c.a.	Herstellung von sonstigen Metallwaren a.n.g.	Manufacture of other metal products n.e.c.
7	25.99901	2025	Vervaardiging van brandkasten, kluizen, safeloketten, gepantserde deuren, enz.	Fabrication de coffres-forts, de compartiments pour chambres fortes, de portes blindées, etc.	Herstellung von Panzerschränken, Tresor- und Panzerfächern, Panzertüren usw	Manufacture of safes, vaults of for compartments, reinforced doors, etc.
7	25.99902	2025	Vervaardiging van metalen straatnaamborden en verkeersborden	Fabrication de panneaux indicateurs et de panneaux de signalisation	Herstellung von Straßen- und Verkehrsschildern aus Metall	Manufacture of signs and traffic signs
7	25.99903	2025	Vervaardiging van metalen ladders	Fabrication d'échelles et escabeaux métalliques	Herstellung von Metalleitern	Manufacture of metal ladders and stepladders
7	25.99904	2025	Vervaardiging van brievenbussen	Fabrication de boîtes aux lettres	Herstellung von Briefkästen	Mailbox manufacturing
7	25.99905	2025	Vervaardiging van zinken dakgoten en nokbekleding	Fabrication d'éléments de couverture en métal : gouttières, faîtages, etc.	Herstellung von Dachrinnen und Firstverkleidungen aus Zink	Manufacture of metal roofing elements: gutters, roof capping, etc.
2	26     	2025	Vervaardiging van informaticaproducten en van elektronische en optische producten	Fabrication de produits informatiques, électroniques et optiques	Herstellung von Datenverarbeitungsgeräten, elektronischen und optischen Erzeugnissen	Manufacture of computer, electronic and optical products
3	26.1	2025	Vervaardiging van elektronische onderdelen en printplaten	Fabrication de composants et cartes électroniques	Herstellung von elektronischen Bauelementen und Leiterplatten	Manufacture of electronic components and boards
4	26.11	2025	Vervaardiging van elektronische onderdelen	Fabrication de composants électroniques	Herstellung von elektronischen Bauelementen	Manufacture of electronic components
5	26.110	2025	Vervaardiging van elektronische onderdelen	Fabrication de composants électroniques	Herstellung von elektronischen Bauelementen	Manufacture of electronic components
7	26.11001	2025	Vervaardiging van niet-bestukte elektronische gedrukte schakelingen	Fabrication de circuits imprimés nus	Herstellung von nicht bestückten Leiterplatten	Manufacture of bare printed circuit
7	26.11002	2025	Vervaardiging van gemonteerde piëzo-elektrische kristallen	Fabrication de cristaux piézo-électriques montés	Herstellung von montierten piezoelektrischen Kristallen	Manufacture of mounted piezoelectric crystals
7	26.11003	2025	Vervaardiging van elektronisch geïntegreerde schakelingen en micro-assemblages: monolithisch geïntegreerde schakelingen, hybride geïntegreerde schakelingen en elektronische microassemblages, enz.	Fabrication de circuits intégrés et de micro-assemblage électroniques: circuits intégrés monolithiques, circuits intégrés hybrides et micro-assemblages électroniques de blocs moulés, etc.	Herstellung von elektronisch integrierten Schaltungen und Mikroschaltungen: monolithisch integrierte Schaltungen, Hybridschaltungen, zusammengesetzte elektronische Mikroschaltungen usw	Manufacture of integrated circuits and electronic micro assemblies: monolithic integrated circuits, hybrid integrated circuits and electronic micro-assemblies of moulded module, etc.
4	26.12	2025	Vervaardiging van elektronische printplaten	Fabrication de cartes électroniques assemblées	Herstellung von bestückten Leiterplatten	Manufacture of loaded electronic boards
5	26.120	2025	Vervaardiging van elektronische printplaten	Fabrication de cartes électroniques assemblées	Herstellung von bestückten Leiterplatten	Manufacture of loaded electronic boards
3	26.2	2025	Vervaardiging van computers en randapparatuur	Fabrication d’ordinateurs et d’équipements périphériques	Herstellung von Datenverarbeitungsgeräten und peripheren Geräten	Manufacture of computers and peripheral equipment
4	26.20	2025	Vervaardiging van computers en randapparatuur	Fabrication d’ordinateurs et d’équipements périphériques	Herstellung von Datenverarbeitungsgeräten und peripheren Geräten	Manufacture of computers and peripheral equipment
5	26.200	2025	Vervaardiging van computers en randapparatuur	Fabrication d’ordinateurs et d’équipements périphériques	Herstellung von Datenverarbeitungsgeräten und peripheren Geräten	Manufacture of computers and peripheral equipment
7	26.20001	2025	Vervaardiging van automatische gegevensverwerkende machines, inclusief microcomputers en tekstverwerkers : centrale verwerkingseenheden, interfaces, consoles, enz.	Fabrication de machines automatiques de traitement de l'information, y compris les micro-ordinateurs et les machines pour le traitement des textes: unités centrales, interfaces, consoles, etc.	Herstellung von Geräten zur automatischen Datenverarbeitung, einschließlich Mikrocomputer und Textverarbeitungsgeräte: usw Zentraleinheiten, Schnittstellen, Konsolen usw	Manufacture of automatic data processing machines, including computers and machines for processing texts: CPUs, interfaces, consoles, etc.
7	26.20002	2025	Vervaardiging van randapparatuur : printers, terminals, enz., magnetische en optische disk drives, machines voor het omzetten van gegevens in gecodeerde vorm op gegevensdragers	Fabrication d'unités périphériques: imprimantes, terminaux, etc.; lecteurs de disques magnétiques ou optiques, machines de mise d'informations sur support sous forme codée	Herstellung von Peripheriegeräten: Drucker, Terminals usw; magnetische und optische Laufwerke, Maschinen zum Aufzeichnen von Daten auf Datenträger in kodierter Form	Manufacture of peripherals: printers, terminal, etc. ; magnetic or optical disc readers, machines for transcribing data on media in coded form
3	26.3	2025	Vervaardiging van communicatieapparatuur	Fabrication d’équipements de communication	Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik	Manufacture of communication equipment
4	26.30	2025	Vervaardiging van communicatieapparatuur	Fabrication d’équipements de communication	Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik	Manufacture of communication equipment
5	26.300	2025	Vervaardiging van communicatieapparatuur	Fabrication d’équipements de communication	Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik	Manufacture of communication equipment
7	26.30001	2025	Vervaardiging van televisiecamera's	Fabrication de caméras de télévision	Herstellung von Fernsehkameras	Manufacture of television camera
7	26.30002	2025	Vervaardiging van apparatuur voor radio- en teledistributie	Fabrication d'équipements de radiodistribution et de télédistribution	Herstellung von Geräten für Kabelrundfunk und -fernsehen	Manufacture of equipment for radio, television and communication distribution
7	26.30003	2025	Vervaardiging van zendantennes	Fabrication d'antennes d'émission	Herstellung von Sendeantennen	Manufacture of transmission antennas
3	26.4	2025	Vervaardiging van consumentenelektronica	Fabrication de produits électroniques grand public	Herstellung von Geräten der Unterhaltungselektronik	Manufacture of consumer electronics
4	26.40	2025	Vervaardiging van consumentenelektronica	Fabrication de produits électroniques grand public	Herstellung von Geräten der Unterhaltungselektronik	Manufacture of consumer electronics
5	26.400	2025	Vervaardiging van consumentenelektronica	Fabrication de produits électroniques grand public	Herstellung von Geräten der Unterhaltungselektronik	Manufacture of consumer electronics
7	26.40001	2025	Vervaardiging van televisietoestellen, videomonitors en videoprojectietoestellen	Fabrication d'appareils récepteurs de télévision, y compris les moniteurs vidéo et les projecteurs vidéo	Herstellung von Fernsehgeräten, einschließlich Videomonitore und Videoprojektoren	Manufacture of television receivers, including video monitors and video projectors
7	26.40002	2025	Vervaardiging van videoopname- en videoweergaveapparaten inclusief camcorders	Fabrication d'équipements de reproduction (appareils d'enregistrement ou de reproduction vidéophoniques), y compris les caméscopes	Herstellung von Videoaufnahme- und Videowiedergabegeräten, einschließlich Camcorder	Manufacture of production equipment (recording or reproducing apparatus video intercom), including camcorders
7	26.40003	2025	Vervaardiging van microfoons, luidsprekers, hoofdtelefoons, oortelefoons, audiofrequentieversterkers en geluidsversterkers	Fabrication de microphones, de hauts-parleurs, d'écouteurs, d'amplificateurs d'audiofréquence et d'appareils d'amplification du son	Herstellung von Mikrofonen, Lautsprechern, Kopfhörern, Tonfrequenzverstärkern und Tonverstärkereinrichtungen	Manufacture of microphones, loudspeakers, headphones, a sound amplifier and sound amplification devices
3	26.5	2025	Vervaardiging van meet-en controle-instrumenten, klokken en horloges	Fabrication d’instruments de mesure et d’essai; horlogerie	Herstellung von Mess- und Kontrollinstrumenten sowie von Uhren	Manufacture of measuring testing instruments, clocks and watches
4	26.51	2025	Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur	Fabrication d’instruments et d’appareils de mesure, d’essai et de navigation	Herstellung von Mess-, Kontroll-, Navigations- u Ä Instrumenten und Vorrichtungen	Manufacture of instruments and appliances for measuring, testing and navigation
5	26.510	2025	Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur	Fabrication d’instruments et d’appareils de mesure, d’essai et de navigation	Herstellung von Mess-, Kontroll-, Navigations- u Ä Instrumenten und Vorrichtungen	Manufacture of instruments and appliances for measuring, testing and navigation
7	26.51001	2025	Vervaardiging van precisiebalansen voor om laboratriumgebruik	Fabrication de balances de précision des types utilisés dans les laboratoire	Herstellung von Präzisionswaagen, ua für Laboranwendungen	Manufacturing precision scales of the type used in laboratory
7	26.51002	2025	Vervaardiging van niet-optische microscopen en diffractieapparaten	Fabrication de microscopes autres qu'optiques et de diffractographes	Herstellung von nichtoptischen Mikroskopen und Diffraktionsgeräten	Manufacture of microscopes other than optical and diffractograms
7	26.51003	2025	Vervaardiging van instrumenten en toestellen voor navigatie, meteorologie, geofysica,enz (geodesie, oceanografie, hydrologie, topografie, landmeten, radar- en sonartoestellen, enz.)	Fabrication d'instruments et appareils de navigation, de météorologie, de géophysique, etc. (géodésie, océanographie, hydrologie, topographie, arpentage, radars, sonars,etc)	Herstellung von Instrumenten und Geräten für Navigation, Meteorologie, Geophysik usw (Geodäsie, Ozeanographie, Hydrologie, Topographie, Vermessung, Radare und Sonare usw)	Manufacture of instruments and navigation, meteorological, geophysical, etc. (Geodesy, oceanography, hydrology, topography, surveying, radar, sonar, etc.)
7	26.51004	2025	Vervaardiging van verbruiksmeters en -tellers voor elektriciteit, water, gas, benzine, enz.	Fabrication de compteurs d'électricité, d'eau, de gaz, d'essence, etc.	Herstellung von Verbrauchsuhren und zählern für Elektrizität, Wasser, Gas, Kraftstoff usw	Manufacture of electricity meters, water, gas, gasoline, etc.
7	26.51005	2025	Vervaardiging van optische instrumenten, apparaten en toestellen voor het meten en het controleren	Fabrication d'appareils et d'instruments optiques de mesure et de contrôle	Herstellung von optischen Instrumenten, Apparaten und Geräten für Messungen und Prüfungen	Manufacture of devices and optical measuring instruments and control
7	26.51006	2025	Vervaardiging overige instrumenten, apparaten of toestellen voor metingen, controles of onderzoeken : densito-, lucht-, vochtmeters, thermo-, baro-taximeters, toerentellers, schredentellers, enz.	Fabrication d'autres instruments, appareils ou machines de mesure, de contrôle ou d'essais: densimètres, aréomètres, pèse-liquides, thermomètres, baromètres, compte-tours, taximètres, podomètres, etc.	Herstellung von anderen Instrumenten, Geräten oder Maschinen für Messungen, Prüfungen oder Versuche:  Dichtemesser, Aräometer, Feuchtigkeitsmesser, Thermometer, Barometer, Drehzalmesser, Schrittzähler	Manufacture of other instruments, apparatus or measuring machines, control or test: hydrometers, areometers, thermometers, barometers, revolution, taximeters, pedometers, etc.
4	26.52	2025	Vervaardiging van klokken en horloges	Fabrication d'horloges et de montres	Herstellung von Uhren	Manufacture of watches and clocks
5	26.520	2025	Vervaardiging van klokken en horloges	Fabrication d'horloges et de montres	Herstellung von Uhren	Manufacture of watches and clocks
7	26.52001	2025	Vervaardiging van alle soorten horloges en klokken (inclusief klokjes voor instrumentenpanelen), van kasten en kastjes voor uurwerken (ook indien van edele metalen )	Fabrication de montres et d'horloges de tous types (y compris les horloges de tableau de bord), de boîtiers de montres, de cages et cabinets d'horlogerie (y compris ceux en métaux précieux)	Herstellung von Uhren jeglicher Art (einschließlich Uhren für Instrumentenbretter), von Kästen und Gehäusen für Uhrwerke (einschließlich aus Edelmetallen)	Manufacture of watches and clocks of all kinds (including dashboard clocks), watch cases, stands and watches firms (including precious metals)
3	26.6	2025	Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur	Fabrication d’équipements d’irradiation médicale, d’équipements électromédicaux et électrothérapeutiques	Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten	Manufacture of irradiation, electromedical and electrotherapeutic equipment
4	26.60	2025	Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur	Fabrication d’équipements d’irradiation médicale, d’équipements électromédicaux et électrothérapeutiques	Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten	Manufacture of irradiation, electromedical and electrotherapeutic equipment
5	26.600	2025	Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur	Fabrication d’équipements d’irradiation médicale, d’équipements électromédicaux et électrothérapeutiques	Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten	Manufacture of irradiation, electromedical and electrotherapeutic equipment
7	26.60001	2025	Vervaardiging van elektrische apparaten voor de genees-, de tandheel- en de veeartsenijkunde	Fabrication d'appareils électriques pour la médecine, l'art dentaire et l'art vétérinaire	Herstellung von elektrischen Geräten für die Medizin, Zahnmedizin und Veterinärmedizin	Manufacture of electrical appliances used in medical, dental and veterinary sciences
7	26.60002	2025	Vervaardiging van apparaten en toestellen voor elektrodiagnose zoals elektrocardiografen, ultrasone diagnoseinstrumenten, scintillatiescanners, apparatuur voor kernspinresonantie, enz.	Fabrication d'appareils d'électrodiagnostic tels qu'électrocardiographes, app de diagnostic par ultrasons, tomodensitomètres à scintillation, installations de résonance magnétique nucléaire, etc.	Herstellung von Elektrodiagnosegeräten wie Elektrokardiographen, Ultraschalldiagnosegeräte, Szintillationsscanner, Kernspinnresonanz-Apparatur usw	Manufacture of electro diagnostic devices, such as electro radiographic  devices, ultrasonic diagnostic apparatus, CT scintillation nuclear magnetic resonance installations, 
3	26.7	2025	Vervaardiging van optische instrumenten, magnetische en optische dragers en fotografische apparatuur	Fabrication de matériels optique et photographique et de supports magnétiques et optiques	Herstellung von optischen und fotografischen Instrumenten und Geräten sowie von magnetischen und optischen Datenträgern	Manufacture of optical instruments, magnetic and optical media and photographic equipment
4	26.70	2025	Vervaardiging van optische instrumenten, magnetische en optische dragers en fotografische apparatuur	Fabrication de matériels optique et photographique et de supports magnétiques et optiques	Herstellung von optischen und fotografischen Instrumenten und Geräten sowie von magnetischen und optischen Datenträgern	Manufacture of optical instruments, magnetic and optical media and photographic equipment
5	26.700	2025	Vervaardiging van optische instrumenten, magnetische en optische dragers en fotografische apparatuur	Fabrication de matériels optique et photographique et de supports magnétiques et optiques	Herstellung von optischen und fotografischen Instrumenten und Geräten sowie von magnetischen und optischen Datenträgern	Manufacture of optical instruments, magnetic and optical media and photographic equipment
7	26.70001	2025	Vervaardiging van prisma's, lenzen, optische spiegels, kleurfilters, polarisatiefilters, enz., van glas of van andere materialen	Fabrication de prismes, lentilles, miroirs optiques, filtres sélectifs de couleur, éléments polarisants,, en verre ou en toute autre matière	Herstellung von Prismen, Linsen, optischen Spiegeln, Farbfiltern, Polarisationsfiltern usw aus Glas oder anderen Materialien	Manufacture of prisms, lenses, optical mirrors, selective colour filters, polarisers, , of glass or any other material
7	26.70011	2025	Vervaardiging van ongebruikte dragers voor het opnemen van geluid of beelden	Fabrication de supports vierges pour l'enregistrement du son ou de l'image	Herstellung von unbeschriebenen Datenträgern für die Aufzeichnung von Bild und Ton	Manufacture of blank media for recording sound or image
7	26.70012	2025	Vervaardiging van ongebruikte computerschijven en -banden	Fabrication de disques et de bandes vierges pour l'enregistrement de données informatiques	Herstellung von unbeschriebenen Datenplatten und -bändern	Manufacturing of discs and blank tapes for computer data recording
2	27     	2025	Vervaardiging van elektrische apparatuur	Fabrication d’équipements électriques	Herstellung von elektrischen Ausrüstungen	Manufacture of electrical equipment
3	27.1	2025	Vervaardiging van elektromotoren, van elektrische generatoren en transformatoren en van schakel- en verdeelinrichtingen	Fabrication de moteurs, génératrices et transformateurs électriques et de matériel de distribution et de commande électrique	Herstellung von Elektromotoren, Generatoren, Transformatoren, Elektrizitätsverteilungs- und -schalteinrichtungen	Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus
